threshold,delta,label,prediction,correct,group_id,similarity
0.3,5,noise,noise,True,2083,0.6821428571428572
0.3,5,noise,noise,True,2084,0.6567567567567567
0.3,5,noise,noise,True,2085,0.6821428571428572
0.3,5,noise,noise,True,2086,0.7258064516129032
0.3,5,noise,noise,True,2087,0.6567567567567567
0.3,5,noise,noise,True,2088,0.7258064516129032
0.3,5,noise,noise,True,2089,0.7258064516129032
0.3,5,noise,noise,True,2090,0.6821428571428572
0.3,5,noise,noise,True,2091,0.7258064516129032
0.3,5,noise,noise,True,2092,0.7258064516129032
0.3,5,noise,noise,True,2093,0.6567567567567567
0.3,5,multiple,noise,False,2094,0.46238095238095234
0.3,5,noise,noise,True,2095,0.7258064516129032
0.3,5,multiple,hydra,False,2096,0.746875
0.3,5,hydra,hydra,True,2097,0.75
0.3,5,multiple,multiple,False,2098,0.6
0.3,5,hydra,hydra,True,2099,0.5362132352941176
0.3,5,multiple,hydra,False,2100,0.5042934415145368
0.3,5,multiple,multiple,False,2101,0.5405797101449276
0.3,5,noise,noise,True,2102,0.6352941176470589
0.3,5,multiple,hydra,False,2103,0.75
0.3,5,noise,noise,True,2104,0.7258064516129032
0.3,5,noise,noise,True,2105,0.6352941176470589
0.3,5,noise,noise,True,2106,0.5891897081413211
0.3,5,multiple,noise,False,2107,0.453918918918919
0.3,5,noise,noise,True,2108,0.6821428571428572
0.3,5,noise,noise,True,2109,0.5891897081413211
0.3,5,noise,non-attack,False,2110,0.000125181309957076
0.3,5,noise,noise,True,2111,0.6821428571428572
0.3,5,noise,noise,True,2112,0.7258064516129032
0.3,5,noise,noise,True,2113,0.43783783783783786
0.3,5,noise,noise,True,2114,0.6821428571428572
0.3,5,noise,noise,True,2115,0.6567567567567567
0.3,5,upload,multiple,False,2116,0.1967589285714286
0.3,5,noise,noise,True,2117,0.7258064516129032
0.3,5,noise,noise,True,2118,0.7258064516129032
0.3,5,noise,noise,True,2119,0.6821428571428572
0.3,5,noise,noise,True,2120,0.6436905067170722
0.3,5,noise,noise,True,2121,0.7258064516129032
0.3,5,noise,noise,True,2122,0.3629032258064516
0.3,5,noise,noise,True,2123,0.6567567567567567
0.3,5,noise,noise,True,2124,0.44629987129987136
0.3,5,noise,noise,True,2125,0.44564080209241497
0.3,5,noise,noise,True,2126,0.7258064516129032
0.3,5,noise,noise,True,2127,0.5891897081413211
0.3,5,noise,noise,True,2128,0.43783783783783786
0.3,5,multiple,non-attack,False,2129,0.012857142857142857
0.3,5,noise,noise,True,2130,0.7258064516129032
0.3,5,noise,noise,True,2131,0.6821428571428572
0.3,5,noise,noise,True,2132,0.6821428571428572
0.3,5,noise,noise,True,2133,0.6352941176470589
0.3,5,noise,noise,True,2134,0.5462998712998713
0.3,5,multiple,exploit,False,2135,0.4937313635131472
0.3,5,noise,noise,True,2136,0.7258064516129032
0.3,5,noise,non-attack,False,2137,3.593101245608432e-05
0.3,5,noise,noise,True,2138,0.4719537815126051
0.3,5,exploit,exploit,True,2139,0.4237297677691767
0.3,5,exploit,exploit,True,2140,0.7249751513508629
0.3,5,nmap,nmap,True,2141,0.32071428571428573
0.3,5,noise,multiple,False,2142,0.5360531309297913
0.3,5,noise,noise,True,2143,0.692857142857143
0.3,5,noise,noise,True,2144,0.6567567567567567
0.3,5,noise,noise,True,2145,0.6821428571428572
0.3,5,noise,noise,True,2146,0.6821428571428572
0.3,5,noise,noise,True,2147,0.7258064516129032
0.3,5,noise,noise,True,2148,0.7258064516129032
0.3,5,noise,noise,True,2149,0.6352941176470589
0.3,5,noise,noise,True,2150,0.43914565826330537
0.3,5,noise,noise,True,2151,0.6567567567567567
0.3,5,noise,noise,True,2152,0.7258064516129032
0.3,5,nikto,nikto,True,2153,0.8871002342618394
0.3,5,noise,noise,True,2154,0.7258064516129032
0.3,5,noise,noise,True,2155,0.6567567567567567
0.3,5,noise,noise,True,2156,0.6821428571428572
0.3,5,noise,noise,True,2157,0.6821428571428572
0.3,5,noise,noise,True,2158,0.5306836248012718
0.3,5,noise,noise,True,2159,0.6567567567567567
0.3,5,noise,noise,True,2160,0.6821428571428572
0.3,5,noise,noise,True,2161,0.7258064516129032
0.3,5,noise,noise,True,2162,0.48387096774193544
0.3,5,noise,noise,True,2163,0.6567567567567567
0.3,5,noise,non-attack,False,2164,7.163389310684497e-05
0.3,5,noise,noise,True,2165,0.49629987129987135
0.3,5,noise,noise,True,2166,0.6081081081081081
0.3,5,noise,noise,True,2167,0.6352941176470589
0.3,5,noise,noise,True,2168,0.7258064516129032
0.3,5,multiple,hydra,False,2169,0.6400000000000001
0.3,5,multiple,hydra,False,2170,0.590506081220367
0.3,5,hydra,hydra,True,2171,0.8714285714285713
0.3,5,multiple,multiple,False,2172,0.571065484223379
0.3,5,hydra,hydra,True,2173,0.6301984126984127
0.3,5,noise,noise,True,2174,0.7258064516129032
0.3,5,noise,noise,True,2175,0.6352941176470589
0.3,5,noise,noise,True,2176,0.6821428571428572
0.3,5,noise,noise,True,2177,0.49629987129987135
0.3,5,noise,noise,True,2178,0.6821428571428572
0.3,5,noise,noise,True,2179,0.49629987129987135
0.3,5,noise,multiple,False,2180,0.36543918918918916
0.3,5,noise,noise,True,2181,0.6567567567567567
0.3,5,multiple,noise,False,2182,0.4906973639895842
0.3,5,noise,noise,True,2183,0.6821428571428572
0.3,5,noise,noise,True,2184,0.48387096774193544
0.3,5,noise,noise,True,2185,0.5108544027898866
0.3,5,noise,noise,True,2186,0.6821428571428572
0.3,5,noise,noise,True,2187,0.32738095238095233
0.3,5,noise,multiple,False,2188,0.4842505110152169
0.3,5,noise,noise,True,2189,0.7258064516129032
0.3,5,noise,noise,True,2190,0.6352941176470589
0.3,5,noise,noise,True,2191,0.7258064516129032
0.3,5,noise,noise,True,2192,0.6821428571428572
0.3,5,noise,noise,True,2193,0.6821428571428572
0.3,5,noise,noise,True,2194,0.6821428571428572
0.3,5,noise,noise,True,2195,0.7258064516129032
0.3,5,noise,non-attack,False,2196,7.163389310684497e-05
0.3,5,noise,noise,True,2197,0.692857142857143
0.3,5,noise,noise,True,2198,0.6821428571428572
0.3,5,noise,noise,True,2199,0.6567567567567567
0.3,5,noise,noise,True,2200,0.7258064516129032
0.3,5,noise,noise,True,2201,0.6821428571428572
0.3,5,noise,noise,True,2202,0.4128776241679467
0.3,5,noise,non-attack,False,2203,7.163389310684497e-05
0.3,5,noise,noise,True,2204,0.5462998712998713
0.3,5,noise,noise,True,2205,0.6352941176470589
0.3,5,exploit,exploit,True,2206,0.5707058823529412
0.3,5,noise,non-attack,False,2207,7.163389310684497e-05
0.3,5,noise,noise,True,2208,0.6821428571428572
0.3,5,noise,noise,True,2209,0.7258064516129032
0.3,5,noise,noise,True,2210,0.5462998712998713
0.3,5,exploit,exploit,True,2211,0.7249751513508629
0.3,5,noise,noise,True,2212,0.6567567567567567
0.3,5,noise,noise,True,2213,0.49629987129987135
0.3,5,noise,noise,True,2214,0.6821428571428572
0.3,5,exploit,multiple,False,2215,0.4237297677691767
0.3,5,multiple,multiple,False,2216,0.4748392857142858
0.3,5,noise,noise,True,2217,0.4261935483870968
0.3,5,noise,noise,True,2218,0.324
0.3,5,noise,noise,True,2219,0.324
0.3,5,noise,noise,True,2220,0.324
0.3,5,noise,noise,True,2221,0.4261935483870968
0.3,5,noise,noise,True,2222,0.324
0.3,5,noise,noise,True,2223,0.324
0.3,5,noise,noise,True,2224,0.3559999999999999
0.3,5,noise,noise,True,2225,0.39923348145821774
0.3,5,multiple,multiple,True,2226,0.6386877586310045
0.3,5,vrfy,vrfy,True,2227,0.5953294108162084
0.3,5,noise,noise,True,2228,0.324
0.3,5,noise,noise,True,2229,0.324
0.3,5,noise,noise,True,2230,0.324
0.3,5,noise,noise,True,2231,0.324
0.3,5,noise,noise,True,2232,0.43783783783783786
0.3,5,noise,noise,True,2233,0.7411764705882353
0.3,5,noise,noise,True,2234,0.324
0.3,5,noise,noise,True,2235,0.324
0.3,5,noise,noise,True,2236,0.5978602150537634
0.3,5,hydra,multiple,False,2237,0.23431818181818184
0.3,5,multiple,hydra,False,2238,0.6229064039408867
0.3,5,multiple,multiple,False,2239,0.4445670995670996
0.3,5,hydra,hydra,True,2240,0.5610237971680629
0.3,5,noise,noise,True,2241,0.4958233766233766
0.3,5,noise,noise,True,2242,0.324
0.3,5,noise,noise,True,2243,0.4261935483870968
0.3,5,noise,non-attack,False,2244,0.0
0.3,5,noise,noise,True,2245,0.324
0.3,5,noise,noise,True,2246,0.324
0.3,5,multiple,multiple,True,2247,0.5050117941913609
0.3,5,noise,noise,True,2248,0.324
0.3,5,noise,noise,True,2249,0.324
0.3,5,noise,noise,True,2250,0.324
0.3,5,noise,noise,True,2251,0.324
0.3,5,noise,noise,True,2252,0.324
0.3,5,noise,noise,True,2253,0.324
0.3,5,noise,noise,True,2254,0.4261935483870968
0.3,5,noise,noise,True,2255,0.324
0.3,5,noise,noise,True,2256,0.324
0.3,5,noise,noise,True,2257,0.324
0.3,5,noise,noise,True,2258,0.324
0.3,5,noise,noise,True,2259,0.4261935483870968
0.3,5,noise,noise,True,2260,0.324
0.3,5,noise,noise,True,2261,0.6714285714285715
0.3,5,noise,noise,True,2262,0.324
0.3,5,noise,noise,True,2263,0.4220975609756098
0.3,5,noise,noise,True,2264,0.324
0.3,5,noise,noise,True,2265,0.324
0.3,5,noise,noise,True,2266,0.42400000000000004
0.3,5,noise,noise,True,2267,0.4261935483870968
0.3,5,exploit,exploit,True,2268,0.6247058823529412
0.3,5,noise,noise,True,2269,0.324
0.3,5,noise,noise,True,2270,0.4554666666666667
0.3,5,noise,noise,True,2271,0.324
0.3,5,noise,noise,True,2272,0.324
0.3,5,noise,noise,True,2273,0.324
0.3,5,multiple,noise,False,2274,0.4985548387096773
0.3,5,exploit,exploit,True,2275,0.7249751513508629
0.3,5,multiple,exploit,False,2276,0.4237297677691767
0.3,5,noise,noise,True,2277,0.324
0.3,5,noise,noise,True,2278,0.324
0.3,5,noise,noise,True,2279,0.324
0.3,5,noise,noise,True,2280,0.324
0.3,5,noise,noise,True,2281,0.324
0.3,5,noise,noise,True,2282,0.324
0.3,5,noise,noise,True,2283,0.324
0.3,5,noise,noise,True,2284,0.324
0.3,5,noise,noise,True,2285,0.324
0.3,5,noise,noise,True,2286,0.324
0.3,5,noise,noise,True,2287,0.4261935483870968
0.3,5,noise,noise,True,2288,0.324
0.3,5,non-attack,noise,False,2289,0.2702702702702703
0.3,5,multiple,multiple,False,2290,0.4748392857142858
0.3,5,noise,noise,True,2291,0.648
0.3,5,noise,noise,True,2292,0.648
0.3,5,noise,noise,True,2293,0.5782002145256948
0.3,5,noise,non-attack,False,2294,0.0
0.3,5,noise,noise,True,2295,0.4889458874458874
0.3,5,noise,noise,True,2296,0.5782002145256948
0.3,5,noise,noise,True,2297,0.648
0.3,5,noise,noise,True,2298,0.324
0.3,5,multiple,multiple,True,2299,0.6388005163629632
0.3,5,noise,noise,True,2300,0.5516129032258065
0.3,5,noise,noise,True,2301,0.5782002145256948
0.3,5,noise,noise,True,2302,0.648
0.3,5,noise,noise,True,2303,0.401
0.3,5,noise,non-attack,False,2304,3.593101245608432e-05
0.3,5,noise,noise,True,2305,0.5225806451612903
0.3,5,noise,noise,True,2306,0.5782002145256948
0.3,5,noise,non-attack,False,2307,0.0
0.3,5,noise,noise,True,2308,0.401
0.3,5,noise,noise,True,2309,0.648
0.3,5,noise,noise,True,2310,0.648
0.3,5,noise,noise,True,2311,0.648
0.3,5,noise,multiple,False,2312,0.4985548387096773
0.3,5,noise,noise,True,2313,0.648
0.3,5,vrfy,vrfy,True,2314,0.5953294108162084
0.3,5,noise,noise,True,2315,0.648
0.3,5,noise,noise,True,2316,0.648
0.3,5,noise,noise,True,2317,0.648
0.3,5,noise,noise,True,2318,0.648
0.3,5,noise,noise,True,2319,0.5785714285714286
0.3,5,noise,noise,True,2320,0.648
0.3,5,noise,noise,True,2321,0.5796666666666668
0.3,5,noise,noise,True,2322,0.3206896551724138
0.3,5,noise,noise,True,2323,0.648
0.3,5,noise,noise,True,2324,0.648
0.3,5,noise,noise,True,2325,0.3206896551724138
0.3,5,noise,noise,True,2326,0.648
0.3,5,noise,multiple,False,2327,0.35919999999999996
0.3,5,multiple,hydra,False,2328,0.6921608643457384
0.3,5,noise,noise,True,2329,0.648
0.3,5,multiple,hydra,False,2330,0.5668622448979592
0.3,5,multiple,hydra,False,2331,0.7140306122448979
0.3,5,hydra,hydra,True,2332,0.6345918367346939
0.3,5,hydra,hydra,True,2333,0.4983434263140145
0.3,5,multiple,multiple,False,2334,0.7000000000000001
0.3,5,multiple,multiple,False,2335,0.5704806889017416
0.3,5,hydra,hydra,True,2336,0.632015306122449
0.3,5,multiple,hydra,False,2337,0.6555612244897959
0.3,5,multiple,hydra,False,2338,0.5243378822290671
0.3,5,hydra,hydra,True,2339,0.6705062982130651
0.3,5,multiple,hydra,False,2340,0.6011593947923998
0.3,5,noise,noise,True,2341,0.3276363636363636
0.3,5,upload,multiple,False,2342,0.3899285714285715
0.3,5,noise,noise,True,2343,0.42400000000000004
0.3,5,noise,noise,True,2344,0.648
0.3,5,multiple,multiple,False,2345,0.17129329004329003
0.3,5,noise,non-attack,False,2346,0.0
0.3,5,upload,noise,False,2347,0.405
0.3,5,noise,noise,True,2348,0.401
0.3,5,noise,noise,True,2349,0.5782002145256948
0.3,5,noise,noise,True,2350,0.648
0.3,5,noise,noise,True,2351,0.315
0.3,5,noise,non-attack,False,2352,3.593101245608432e-05
0.3,5,noise,noise,True,2353,0.401
0.3,5,noise,noise,True,2354,0.648
0.3,5,noise,noise,True,2355,0.648
0.3,5,noise,non-attack,False,2356,0.0
0.3,5,noise,noise,True,2357,0.401
0.3,5,noise,noise,True,2358,0.324
0.3,5,noise,noise,True,2359,0.648
0.3,5,noise,noise,True,2360,0.648
0.3,5,noise,noise,True,2361,0.648
0.3,5,noise,noise,True,2362,0.648
0.3,5,noise,noise,True,2363,0.7928571428571428
0.3,5,noise,noise,True,2364,0.648
0.3,5,noise,noise,True,2365,0.648
0.3,5,multiple,multiple,False,2366,0.3319004524886878
0.3,5,noise,noise,True,2367,0.315
0.3,5,noise,noise,True,2368,0.4964166666666667
0.3,5,exploit,exploit,True,2369,0.6247058823529412
0.3,5,noise,non-attack,False,2370,0.0
0.3,5,noise,noise,True,2371,0.42400000000000004
0.3,5,exploit,exploit,True,2372,0.7249751513508629
0.3,5,noise,noise,True,2373,0.472969696969697
0.3,5,noise,noise,True,2374,0.648
0.3,5,noise,noise,True,2375,0.4938662293678689
0.3,5,multiple,multiple,False,2376,0.4569314556708726
0.3,5,exploit,exploit,True,2377,0.5665270935960591
0.3,5,multiple,multiple,True,3320,0.5701428571428572
0.3,5,noise,noise,True,3321,0.6352941176470589
0.3,5,noise,noise,True,3322,0.7258064516129032
0.3,5,noise,noise,True,3323,0.48914565826330536
0.3,5,multiple,nikto,False,3324,0.7182014825821416
0.3,5,noise,noise,True,3325,0.6405862606594513
0.3,5,noise,multiple,False,3326,0.2255784061696658
0.3,5,noise,noise,True,3327,0.6821428571428572
0.3,5,noise,non-attack,False,3328,0.00012495324894497772
0.3,5,noise,noise,True,3329,0.38158986175115206
0.3,5,noise,noise,True,3330,0.6821428571428572
0.3,5,noise,noise,True,3331,0.35454545454545455
0.3,5,noise,noise,True,3332,0.38158986175115206
0.3,5,noise,noise,True,3333,0.7258064516129032
0.3,5,noise,noise,True,3334,0.6821428571428572
0.3,5,noise,noise,True,3335,0.5292310472576127
0.3,5,multiple,noise,False,3336,0.5756002662616921
0.3,5,noise,noise,True,3337,0.6821428571428572
0.3,5,multiple,noise,False,3338,0.5499999999999999
0.3,5,noise,noise,True,3339,0.33158986175115207
0.3,5,noise,noise,True,3340,0.3728571428571429
0.3,5,noise,noise,True,3341,0.5462998712998713
0.3,5,noise,noise,True,3342,0.6567567567567567
0.3,5,noise,noise,True,3343,0.44629987129987136
0.3,5,noise,noise,True,3344,0.7258064516129032
0.3,5,noise,noise,True,3345,0.5306836248012718
0.3,5,noise,noise,True,3346,0.7258064516129032
0.3,5,noise,noise,True,3347,0.5575563596140886
0.3,5,noise,non-attack,False,3348,0.00012495324894497772
0.3,5,noise,noise,True,3349,0.33158986175115207
0.3,5,noise,noise,True,3350,0.44629987129987136
0.3,5,noise,noise,True,3351,0.35454545454545455
0.3,5,noise,non-attack,False,3352,3.5702951443986034e-05
0.3,5,noise,noise,True,3353,0.3629032258064516
0.3,5,noise,noise,True,3354,0.6352941176470589
0.3,5,multiple,noise,False,3355,0.4291176470588236
0.3,5,noise,multiple,False,3356,0.38654411764705887
0.3,5,multiple,multiple,True,3357,0.65625
0.3,5,hydra,multiple,False,3358,0.617294289679786
0.3,5,multiple,multiple,True,3359,0.5651676405361308
0.3,5,multiple,multiple,True,3360,0.55171875
0.3,5,noise,noise,True,3361,0.5707317073170732
0.3,5,multiple,multiple,False,3362,0.5347058823529411
0.3,5,multiple,multiple,True,3363,0.6074190647482014
0.3,5,multiple,multiple,True,3364,0.57
0.3,5,noise,non-attack,False,3365,3.5919540229885064e-05
0.3,5,noise,noise,True,3366,0.7258064516129032
0.3,5,noise,noise,True,3367,0.6821428571428572
0.3,5,noise,noise,True,3368,0.27
0.3,5,multiple,noise,False,3369,0.6231652661064425
0.3,5,noise,noise,True,3370,0.7258064516129032
0.3,5,noise,noise,True,3371,0.7258064516129032
0.3,5,noise,noise,True,3372,0.6821428571428572
0.3,5,noise,noise,True,3373,0.5575563596140886
0.3,5,noise,noise,True,3374,0.6567567567567567
0.3,5,noise,noise,True,3375,0.3304272013949433
0.3,5,noise,noise,True,3376,0.6352941176470589
0.3,5,noise,non-attack,False,3377,0.00012495324894497772
0.3,5,noise,noise,True,3378,0.42352941176470593
0.3,5,noise,noise,True,3379,0.6567567567567567
0.3,5,noise,noise,True,3380,0.6352941176470589
0.3,5,multiple,multiple,False,3381,0.225
0.3,5,noise,noise,True,3382,0.48914565826330536
0.3,5,noise,noise,True,3383,0.3629032258064516
0.3,5,noise,noise,True,3384,0.5707317073170732
0.3,5,noise,noise,True,3385,0.43630955433611984
0.3,5,noise,noise,True,3386,0.38158986175115206
0.3,5,noise,noise,True,3387,0.44557855400224605
0.3,5,noise,noise,True,3388,0.6821428571428572
0.3,5,noise,noise,True,3389,0.6567567567567567
0.3,5,noise,noise,True,3390,0.44261904761904763
0.3,5,noise,noise,True,3391,0.37651264167393195
0.3,5,noise,noise,True,3392,0.7258064516129032
0.3,5,noise,noise,True,3393,0.7258064516129032
0.3,5,noise,noise,True,3394,0.7258064516129032
0.3,5,multiple,noise,False,3395,0.3073732718894009
0.3,5,noise,noise,True,3396,0.7258064516129032
0.3,5,noise,noise,True,3397,0.42352941176470593
0.3,5,noise,noise,True,3398,0.6567567567567567
0.3,5,noise,noise,True,3399,0.37651264167393195
0.3,5,multiple,noise,False,3400,0.46132961239319026
0.3,5,noise,noise,True,3401,0.5831632914717763
0.3,5,noise,noise,True,3402,0.7258064516129032
0.3,5,noise,noise,True,3403,0.6821428571428572
0.3,5,multiple,multiple,False,3404,0.5153574826011521
0.3,5,nmap,noise,False,3405,0.18000000000000002
0.3,5,noise,noise,True,3406,0.4176470588235295
0.3,5,noise,multiple,False,3407,0.4519873271889401
0.3,5,noise,multiple,False,3408,0.5309088958163911
0.3,5,noise,multiple,False,3409,0.4519873271889401
0.3,5,noise,multiple,False,3410,0.3217857142857143
0.3,5,noise,noise,True,3411,0.5600972001703908
0.3,5,noise,noise,True,3412,0.31764705882352945
0.3,5,noise,noise,True,3413,0.32568027210884354
0.3,5,noise,noise,True,3414,0.7258064516129032
0.3,5,noise,noise,True,3415,0.6821428571428572
0.3,5,noise,multiple,False,3416,0.4519873271889401
0.3,5,noise,noise,True,3417,0.43068362480127187
0.3,5,noise,noise,True,3418,0.7258064516129032
0.3,5,noise,noise,True,3419,0.5306836248012718
0.3,5,noise,noise,True,3420,0.6821428571428572
0.3,5,nikto,multiple,False,3421,0.7181759866869807
0.3,5,noise,exploit,False,3422,0.46831119544592037
0.3,5,noise,noise,True,3423,0.5140819217835346
0.3,5,noise,multiple,False,3424,0.4161239495798319
0.3,5,noise,multiple,False,3425,0.3717857142857143
0.3,5,noise,noise,True,3426,0.5200972001703908
0.3,5,noise,multiple,False,3427,0.517373949579832
0.3,5,noise,noise,True,3428,0.31764705882352945
0.3,5,noise,multiple,False,3429,0.4980604499864463
0.3,5,noise,multiple,False,3430,0.4519873271889401
0.3,5,noise,noise,True,3431,0.6352941176470589
0.3,5,noise,noise,True,3432,0.5550600885515496
0.3,5,noise,noise,True,3433,0.6821428571428572
0.3,5,noise,noise,True,3434,0.31764705882352945
0.3,5,noise,noise,True,3435,0.6821428571428572
0.3,5,multiple,hydra,False,3436,0.5485714285714287
0.3,5,multiple,multiple,True,3437,0.5268849206349207
0.3,5,multiple,multiple,True,3438,0.7333333333333333
0.3,5,multiple,multiple,True,3439,0.3923304650926134
0.3,5,multiple,multiple,True,3440,0.6
0.3,5,noise,noise,True,3441,0.5467898772412191
0.3,5,noise,noise,True,3442,0.4014105642256904
0.3,5,noise,noise,True,3443,0.6352941176470589
0.3,5,noise,noise,True,3444,0.5800972001703908
0.3,5,noise,noise,True,3445,0.7258064516129032
0.3,5,noise,noise,True,3446,0.6821428571428572
0.3,5,noise,noise,True,3447,0.31764705882352945
0.3,5,noise,multiple,False,3448,0.4161239495798319
0.3,5,noise,multiple,False,3449,0.5975755624830578
0.3,5,noise,noise,True,3450,0.6567567567567567
0.3,5,noise,noise,True,3451,0.4764105642256904
0.3,5,noise,noise,True,3452,0.6567567567567567
0.3,5,noise,multiple,False,3453,0.2705357142857143
0.3,5,noise,multiple,False,3454,0.517373949579832
0.3,5,noise,noise,True,3455,0.6567567567567567
0.3,5,multiple,multiple,False,3456,0.5083179856943458
0.3,5,noise,noise,True,3457,0.7258064516129032
0.3,5,noise,noise,True,3458,0.6821428571428572
0.3,5,noise,noise,True,3459,0.7258064516129032
0.3,5,noise,noise,True,3460,0.31764705882352945
0.3,5,noise,noise,True,3461,0.6821428571428572
0.3,5,noise,noise,True,3462,0.7258064516129032
0.3,5,noise,noise,True,3463,0.45699316581669525
0.3,5,noise,noise,True,3464,0.5502329580480841
0.3,5,noise,noise,True,3465,0.6821428571428572
0.3,5,noise,noise,True,3466,0.31764705882352945
0.3,5,noise,noise,True,3467,0.44812148282736525
0.3,5,noise,noise,True,3468,0.6821428571428572
0.3,5,noise,noise,True,3469,0.31764705882352945
0.3,5,noise,noise,True,3470,0.6352941176470589
0.3,5,noise,noise,True,3471,0.31764705882352945
0.3,5,noise,noise,True,3472,0.5711309981708463
0.3,5,noise,noise,True,3473,0.38872035300606733
0.3,5,noise,noise,True,3474,0.6821428571428572
0.3,5,noise,noise,True,3475,0.32568027210884354
0.3,5,noise,multiple,False,3476,0.4519873271889401
0.3,5,noise,multiple,False,3477,0.4519873271889401
0.3,5,noise,multiple,False,3478,0.3217857142857143
0.3,5,noise,noise,True,3479,0.6567567567567567
0.3,5,noise,multiple,False,3480,0.4161239495798319
0.3,5,noise,noise,True,3481,0.31764705882352945
0.3,5,noise,noise,True,3482,0.6821428571428572
0.3,5,noise,noise,True,3483,0.43068362480127187
0.3,5,multiple,non-attack,False,3484,0.014285714285714285
0.3,5,noise,multiple,False,3485,0.4161239495798319
0.3,5,noise,noise,True,3486,0.6821428571428572
0.3,5,multiple,multiple,True,3487,0.5708254269449716
0.3,5,noise,noise,True,3488,0.6821428571428572
0.3,5,noise,noise,True,3489,0.5306836248012718
0.3,5,noise,noise,True,3490,0.31764705882352945
0.3,5,exploit,multiple,False,3491,0.35150809669294253
0.3,5,multiple,multiple,True,3492,0.5701428571428572
0.3,5,noise,noise,True,3493,0.756
0.3,5,noise,multiple,False,3494,0.4452857142857143
0.3,5,noise,multiple,False,3495,0.42400000000000004
0.3,5,noise,noise,True,3496,0.756
0.3,5,noise,noise,True,3497,0.756
0.3,5,noise,multiple,False,3498,0.42400000000000004
0.3,5,noise,noise,True,3499,0.756
0.3,5,noise,multiple,False,3500,0.4702857142857143
0.3,5,noise,multiple,False,3501,0.4702857142857143
0.3,5,noise,noise,True,3502,0.54
0.3,5,multiple,multiple,True,3503,0.7038889566450086
0.3,5,noise,noise,True,3504,0.461
0.3,5,noise,noise,True,3505,0.756
0.3,5,multiple,multiple,False,3506,0.38861130457654985
0.3,5,noise,noise,True,3507,0.3717042397427258
0.3,5,noise,noise,True,3508,0.47195238095238096
0.3,5,noise,noise,True,3509,0.756
0.3,5,noise,multiple,False,3510,0.42400000000000004
0.3,5,noise,noise,True,3511,0.756
0.3,5,noise,noise,True,3512,0.756
0.3,5,noise,noise,True,3513,0.5707317073170732
0.3,5,noise,noise,True,3514,0.756
0.3,5,noise,multiple,False,3515,0.42400000000000004
0.3,5,noise,noise,True,3516,0.4220975609756098
0.3,5,noise,multiple,False,3517,0.42400000000000004
0.3,5,noise,noise,True,3518,0.4554666666666667
0.3,5,noise,noise,True,3519,0.756
0.3,5,noise,multiple,False,3520,0.42400000000000004
0.3,5,noise,multiple,False,3521,0.42400000000000004
0.3,5,hydra,multiple,False,3522,0.19656140350877194
0.3,5,multiple,hydra,False,3523,0.6995057824646361
0.3,5,multiple,multiple,True,3524,0.4022532467532468
0.3,5,multiple,hydra,False,3525,0.431011518243661
0.3,5,multiple,hydra,False,3526,0.5100280225726654
0.3,5,noise,multiple,False,3527,0.5759607843137255
0.3,5,noise,noise,True,3528,0.316
0.3,5,noise,noise,True,3529,0.4554666666666667
0.3,5,noise,noise,True,3530,0.496
0.3,5,noise,noise,True,3531,0.48007142857142865
0.3,5,noise,noise,True,3532,0.4554666666666667
0.3,5,noise,noise,True,3533,0.756
0.3,5,noise,noise,True,3534,0.5869578947368421
0.3,5,noise,non-attack,False,3535,0.0
0.3,5,noise,multiple,False,3536,0.4904750370312211
0.3,5,noise,noise,True,3537,0.3717042397427258
0.3,5,upload,multiple,False,3538,0.5832142857142857
0.3,5,noise,noise,True,3539,0.756
0.3,5,noise,multiple,False,3540,0.42400000000000004
0.3,5,noise,noise,True,3541,0.4554666666666667
0.3,5,noise,multiple,False,3542,0.42400000000000004
0.3,5,noise,noise,True,3543,0.4554666666666667
0.3,5,noise,multiple,False,3544,0.42400000000000004
0.3,5,noise,noise,True,3545,0.511
0.3,5,noise,multiple,False,3546,0.5015324675324676
0.3,5,noise,multiple,False,3547,0.42400000000000004
0.3,5,noise,multiple,False,3548,0.374
0.3,5,noise,multiple,False,3549,0.5180857142857143
0.3,5,noise,noise,True,3550,0.756
0.3,5,noise,noise,True,3551,0.316
0.3,5,noise,multiple,False,3552,0.42400000000000004
0.3,5,noise,multiple,False,3553,0.4888
0.3,5,noise,noise,True,3554,0.756
0.3,5,noise,noise,True,3555,0.756
0.3,5,noise,multiple,False,3556,0.4702857142857143
0.3,5,noise,multiple,False,3557,0.4702857142857143
0.3,5,noise,non-attack,False,3558,0.0
0.3,5,noise,multiple,False,3559,0.4702857142857143
0.3,5,multiple,noise,False,3560,0.5016315789473684
0.3,5,noise,noise,True,3561,0.756
0.3,5,noise,noise,True,3562,0.756
0.3,5,noise,noise,True,3563,0.756
0.3,5,multiple,multiple,True,3564,0.46727506486465553
0.3,5,noise,noise,True,3565,0.41100000000000003
0.3,5,noise,multiple,False,3566,0.42400000000000004
0.3,5,noise,noise,True,3567,0.756
0.3,5,exploit,noise,False,3568,0.43812537097073767
0.3,5,noise,multiple,False,3569,0.4904750370312211
0.3,5,multiple,exploit,False,3570,0.4288726249120338
0.3,5,noise,multiple,False,3571,0.5168151260504201
0.3,5,noise,noise,True,3572,0.756
0.3,5,noise,noise,True,3573,0.5850000000000001
0.3,5,noise,noise,True,3574,0.756
